Kardiomonitor*;Light F SOLO;3927602;Datex ohmeda;1999;Aparatura medyczna;Reumatologii;;;2021-09-30;4112;;
Kardiomonitor*;VM 4;US12560735;PHILPS;2012;Medikom;Onkologia kliniczna;;;2023-02-27;8-80-802-2/013;;
Kardiomonitor*;BENEVISION12;F8 04020245;Mindray;2020;;SOR;;;2021-08-05;;gwarancja 12 miesięcy;
Kardiomonitor*;BENEVISION12;F8 04020197;Mindray;2020;;SOR;;;2021-08-05;;gwarancja 12 miesięcy;
Kardiostymulator ;FIAB 4427  ;910663716;FIAB;2021;;Kardiologiczny;;;2021-11-05;5719;gwarancja 12 m-cy ;
Kardiostymulator  *;Biotronik ADP 20/A;5751048;Biotronik;1997;Koperwas;Kardiologiczny;;;2023-02-21;8-80-802-9/40;;
Kardiostymulator jednojamowy *;FIAB 4427   CF;7907213393;FIAB ;2017;Koperwas;Kardiologiczny;;;2023-02-21;4140;;
Kardiostymulator MIP - 801 *;MIP - 801 -;668;Itam;2002;Koperwas;Anestezjologii i Intensywnej Terapii;;Zakłady naprawcze;2023-02-21;8-80-802-9/459;Zgłoszono do przeglądu 27.11.2014;
Kardiostymulator -skasowany 2021;Stymand/Temed -;85;Temed;2005;Zalim;Kardiologiczny;;;2020-12-18;8-80-802-1/751;;
Kardiotokograf  N1351 *;M 1351A -;3816G25738;Philips;2004;Koperwas;Ginekologiczny;;DT;2022-01-10;8-80-802 1/573;;
Kardiotokograf  N1351*;M1351A -;3816G25739;Philips;2004;Koperwas;Ginekologiczny;;DT;2022-01-10;8-80-802 1/572;;
Kardiotokograf *;Avalon  FM 20 ;M 2702 A ;Philips;2017;Koperwas;Położniczy + Trakt Porodowy ;;;2022-01-10;;gwarancja do 19. 10.2019;
Kardiotokograf model 151 z wyposażeniem *;Fetal 151Coromet -;5500682;USA Corometriks;1995;Koperwas;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2022-01-12;8-80-802- 4/23;;
Kardiotokograf model 151 z wyposażeniem *;Fetal 151Coromet -;5500693;USA Corometriks;1995;Koperwas;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2022-01-12;8-80-802- 4/24;;
Kardiotokograf Philips Serwis 50AKTG *;M 1351A -;3816G25737;Philips;2004;Koperwas;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2022-01-10;8-80-802 1/800;;
Kardiotokograf z wyposaż *;M-1351A -;3816 G - 15794;Hewlett Packard;1999;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-01-12;8-80-802 8/21;;
Kardiotokograf z wyposaż.  Brak kasacja;M-1351A -;3816  G - 14816;Hewlett Packard;1999;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2020-12-18;8-80-802 8/23;;
Kardiotokograf z wyposaż. *;M-1351A -;3816 G - 14663;Hewlett Packard;1999;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-01-12;8-80-802 8/22;;
Kardiotokograf z wyposaż.*;M-1351A -;3816 G - 15793;Hewlett Packard;1999;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-01-12;8-80-802 8/20;;
Kardiotokograf z wyposaż.*;M-1351A -;3816 G - 14293;Hewlett Packard;1999;Koperwas;Położniczy + Trakt Porodowy ;;Zakłady naprawcze;2022-01-12;8-80-802 8/24;;
Kardiotokograf zglosić do przegl II poł 2024*;F3DUAL;560034 M21A09470002;EDAN;2021;;Położniczo - Ginekologiczny i Patologii Ciąży;;;2021-11-24;;gwarancja do 24.11.2023;
Kocioł wodny VIESSMAN I;Paromat-Triplex PT;7324494000068-102;Viessman;2001;DT;Dział techniczny;;;2017-03-15;;;
Kocioł wodny VIESSMAN II;Paromat-Triplex PT;732449400030-109;Viessman;2001;DT;Dział techniczny;;;2017-03-15;;;
Kolposkop z torem TV *;Mi 24/1 -;0136/34233;PZO Polska;2004;Kopoerwas;Ginekologiczny;;DT;2022-03-29;8-80-802- 1/359;;
Kolumna anestezjologiczna  *;20314001-;A2072;Erbe;1999;Kopoerwas;SOR;;meriko;2023-01-12;8-80-802-1/934;;
Kolumna anestezjologiczna  *;E20315-001-;A 2156;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/938;;
Kolumna anestezjologiczna  *;E20315-001-;A 2157;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/935;;
Kolumna anestezjologiczna  *;E20315-001-;A 2154;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/936;;
Kolumna anestezjologiczna  *;E20315-001-;A 2155;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/937;;
Kolumna anestezjologiczna (5) nast. przeg w 2023r *  II półrocze 2024;Movita;ASLJ-0277;Draeger;2018;;Blok Operacyjny / Okulistyka;;;2018-11-20;4347;gwarancja 60 m-cy umowa106/ZP/UE/18;
Kolumna anestezjologiczna (5) nast. przeg w 2023r *  II półrocze 2024;Movita;ASLJ-0278;Draeger;2018;;Blok Operacyjny / Okulistyka;;;2018-11-20;4348;gwarancja 60 m-cy umowa106/ZP/UE/18;
Kolumna anestezjologiczna *;Anestezj.- ;A2073;Erbe;2008;Kopoerwas;Sala Cięć Cesarskich;;Er med s.c.;2023-01-12;8-80-802 --1/939;;
Kolumna chirurgiczna  *;E20312-300-;A1706;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/945;;
Kolumna chirurgiczna (5) nast. przeg w 2023r *  II półrocze 2024;Movita;ASLJ-0279;Draeger;2018;;Blok Operacyjny / Okulistyka;;;2018-11-20;4349;gwarancja 60 m-cy umowa106/ZP/UE/18;
Kolumna chirurgiczna (5) nast. przeg w 2023r *  II półrocze 2024;Movita;ASLJ-0280;Draeger;2018;;Blok Operacyjny / Okulistyka;;;2018-11-20;4350;gwarancja 60 m-cy umowa106/ZP/UE/18;
Kolumna chirurgiczna *;Chirurgiczna -;A1629;Erbe;2008;Kopoerwas;Sala Cięć Cesarskich;;Er med s.c.;2023-01-12;8-80-802 1/941;;
Kolumna chirurgiczna *;E20312-300-;A1707;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/943;;
Kolumna chirurgiczna *;E20312-300-;A1708;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/944;;
Kolumna chirurgiczna *;E20312-300-;A1709;Erbe;2000;Kopoerwas;Blok Operacyjny;;Er med s.c.;2023-01-12;8-80-802-1/945;;
Kolumna chirurgiczna * ;20312300-;A/1628;Erbe;1999;Kopoerwas;SOR;;meriko;2023-01-12;8-80--802-1/940;Nie trzyma zawór ciśnieniowy;
Komora dezynfekcyjna automatyczna ( wycof z użytku);AKD- 4;;;;;Dział Higieny Szpitalnej;;;;;wycofana z użytku;
Komora diodowa;Razor;10598;;2019;;Radiologia;;;2019-08-05;;;
Komora diodowa;Razor;10599;;2019;;Radiologia;;;2019-08-05;;;
Komora jonizacyjna;CC13;16722;;2019;;Radiologia;;;2019-08-05;;;
Komora jonizacyjna;CC13;4317;;2019;;Radiologia;;;2019-08-05;;;
Komora jonizacyjna;PPC05;1251;;2019;;Radiologia;;;2019-08-05;;;
Komora jonizacyjna;PPC05;1252;;2019;;Radiologia;;;2019-08-05;;;
Komora laminarna    nie użytkowana -;KLVS-1c;226;Polon Poznań;1997;DT;Dzienny Chemioterapii;;Zakłady naprawcze;2012-12-18;06/18-80-802-5/27;do kasacji -oczekuje na orzeczenie;
Komora laminarna    nie użytkowana -;KLVS-1c;118;Polon Poznań;1997;Kubik;Dzienny Chemioterapii;;Zakłady naprawcze;2010-04-15;8-80-802-5/29;do kasacji -oczekuje na orzeczenie;
Komora Laminarna  *;Alpina -;KL01 S/n 65G;Alpina;2011;Sterimed;Apteka;;LAB SYSTEM S.C.;2022-02-10;8-80-802-6/31;nie uzywana ;
Komora laminarna *;BERNER G -;1013120501;Berner International;2012;Selma;Apteka;;;2022-04-27;8-80-802-6/31;gwarancja;
Krzesełko kardiologiczne ( P8 );EZ Glide;16N348664;;2016;ZTM Innovations;Mielec;;;2021-11-30;;;
Krzesełko kardiologiczne / w paszp transportowe ;S-240 -;AS-024670;Sawer;2008;Zalim;Transport;;DT;2021-11-30;;KARETKA;
Krzesełko kardiologiczne / w paszp. transportowe ;S-242 -;AS-027081;Sawer;2009;ZTM Innovations;Transport;;DT;2021-11-30;;KARETKA;
Krzesełko kardiologiczne / w paszp. Transportowe ( S );S-240 -;AS-024674 ;Sawer;2008;ZTM Innovations;Mielec;;DT;2021-11-30;7-74-743-1/20;KARETKA;
Lampa  (3) *;SOLIS 60F;20180511;FORMED;2018;FORMED;Blok Operacyjny / Okulistyka;;;2021-07-21;4290;gwarancja 36 m-cy umowa 300/ZP/UE/18;
Lampa  bezcieniowa 3 ogniskowa ;BHS331;60270;FAMED;1996;Zalim;Dział Konsultacyjno- Leczniczy;;DT;2022-01-18;8-80-802-4/37;;
Lampa bakteriobojcza    jest  -                                 ;VS 302;3391/00;Famed Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza;VS 302;860246;Famed Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza;NVB-2x30 N;3412/00;Ultra V. Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza;NVB-2x30 N;3416/00;Ultra V. Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza ;VS 302;960048;Famed Łódź;;DT;Ortopedia;;DT;2016-10-14;;;do przeglądu
Lampa bakteriobójcza ;VS 302;980056;Famed Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza ;VS 302;3423/00;Famed Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza ;NVB-2x30 N;960055;Ultra V. Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza ;NVB-2x30 N;3391/00;Ultra V. Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza ;NVB-2x30 N;3422/00;Ultra V. Łódź;;DT;Ortopedia;;DT;2016-10-17;;;Brak paszportu
Lampa bakteriobójcza ;NVB-2x30 N;3423/00;Ultra V. Łódź;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza     wl zakresie ;VS 312 I;20110147;FAMED;2011;DT;Onkologia kliniczna;;;2017-07-07;8-80-802-6/41;do przeglądu;
Lampa bakteriobójcza     wł zakresie ;VS 312 I;20110148;FAMED;2011;DT;Onkologia kliniczna;;;2017-07-07;8-80-802-6/40;do przeglądu;
Lampa bakteriobójcza    jest  -;LB 301;;;;DT;Ortopedia;;DT;2016-10-17;;;do przeglądu
Lampa bakteriobójcza * -;VS 322;990086;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-19;;;
Lampa bakteriobójcza * -;VS 322;990381;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-19;;;
Lampa bakteriobójcza * -;VS 312;980143;Famed-Łódź;1998;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-18;;;
Lampa bakteriobójcza * -;VS 302;990206;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-17;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-20;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-20;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-20;;;
Lampa bakteriobójcza * -;VS 302;;Famed-Łódź;1999;DT;Anestezjologii i Intensywnej Terapii;;DT;2017-07-20;;;
Lampa bakteriobójcza * -;VS 313;980143;Famed -Łódz;1999;DT;Anestezjologii i Intensywnej Terapii;;;2017-07-10;;;
Lampa bakteriobójcza jezdna*;NBVE 110 PL ;202 113 433;ULTRA-VIOL;2021;;Przychodnia Nocna i Świąteczna Opieka;;;;;;
Lampa bakteriobójcza przejezdna NBVE 60P *;NBVE60/P;20112354;;2010;DT;Ginekologiczny;;DT;2016-09-08;8-80-802-2/202;;
Lampa bakteriobójcza przepływowa *;NBVE 110;13435;Ultra Viol;2021;;SOR;;;2021-04-20;;gwarancja 12 m-cy;
Lampa bakteriologiczna przepływowa przejezdna  wł zak *;NBVE 60 P;SN 2009 4578;;2010;DT;Neurologia;;;2017-07-20;8-80-802-2/825;przegl we własnym zkresie  ;
Lampa bezcieniowa ;BH132;95030;FAMED-1;2005;Zalim;Dział Konsultacyjno- Leczniczy;;DT;2022-01-18;4-80-802-2/776;;
Lampa bezcieniowa ;BH132;95090;FAMED-1;;Zalim;Dział Konsultacyjno- Leczniczy;;DT;2021-02-03;4-48-43;sprawdzić czy skasowany;
Lampa bezcieniowa -  uszkodzona pęknieta obudowa ;BH132;970335;FAMED-1;;Zalim;Dział Konsultacyjno- Leczniczy;;DT;2021-02-03;4-48-28-8/2;;
Lampa bezcieniowa - projektor lekarski ;BH132;;FAMED;2005;Zalim;Dział Konsultacyjno- Leczniczy;;;2022-01-18;8-80-802-2/777;;
lampa bezcieniowa - Projektor lekarski *;BHC 331 -;990174;FAMED;2001;Zalim;Położniczo - Ginekologiczny i Patologii Ciąży;;DT;2021-12-17;8-80-802-1/13;;
Lampa bezcieniowa *;BHC301 -;99/0178       880802917;Famed;1999;Zalim;SOR;;Meriko;2021-12-18;180*4/48/28;;
Lampa bezcieniowa statywowa ;BHS331;970174;FAMED;1997;Zalim;Dział Konsultacyjno- Leczniczy;;DT;2022-02-03;8-80-802-9/17;;
Lampa Bioptron - we w lasnym zakresie *;COMPACT III;017-0829-2326;Biotron AG;2008;ZTM Innovations;Dział Rehabilitacji i Fizykoterapii;;DT;2021-09-09;8-80-802-1/832;;
Lampa czołowa światłowodowa *;MD1000-;I-31.222;HEINE;2010;Zalim;Blok Operacyjny;;DT;2022-12-02;8-80-802-2/856;;
Lampa do fototerapii ;Photo-terapii 4000;ARLC0022;Drager;;Koperwas;Chirurgii Dziecięcej i Urazowej ;;;2022-07-22;ew. pozaksięgowa;;
Lampa do fototerapii *;PT 533-2E;VC 03975;Aiv Shelds;1997;Meriko;Oddział Pediatryczny;;DT;2022-05-30;8-80-802-8/9;;
Lampa do fototerapii *;Microlite;YN 00296;Hill-ROM Air Shields;2000;Meriko;Oddział Pediatryczny;;';2022-05-30;8-80-802-9/54;;
Lampa do fototerapii *;PT533-2E;OF 02681;Vickers Air-Shields USA;1993;Meriko;Noworodków, Wcześniaków i Patologii Noworodka.;;meriko;2022-05-30;8-80-802-1/109;;
Lampa do fototerapii *;BiliTx;17761/ 7011708;Philips;2014;Koperwas;Noworodków, Wcześniaków i Patologii Noworodka.;;;2022-12-05;8-80-802-2/285;gwarancja 25.02.2017;
Lampa do fototerapii *;neoBLUE;71803;Natus Medical INC USA;2013;Meriko;Noworodków, Wcześniaków i Patologii Noworodka.;;;2022-05-30;8-80-802-1/172;gwarancja  08.05.2015;
Lampa do fototerapii *;Microlite;YN 00294;Hill-ROM Air Shields;2000;Meriko;Noworodków, Wcześniaków i Patologii Noworodka.;;'';2022-05-30;8-80-802-9/56;;
Lampa do fototerapii *;Microlite;YN 00295;Hill-ROM Air Shields;2000;Meriko ;Noworodków, Wcześniaków i Patologii Noworodka.;;'';2022-05-30;8-80-802-9/57;;
Lampa do fototerapii *;Microlite;YN 00297;Hill-ROM Air Shields;2000;Meriko;Noworodków, Wcześniaków i Patologii Noworodka.;;DT;2022-05-30;8-80-802-9/55;;
Lampa halogenowa *;BH - 132 -;990174 , 10180;Famed-Łódź;1999;Zalim;Anestezjologii i Intensywnej Terapii;;DT;2022-02-03;4-48-90-1/2;Sprzet z zestawu IV;
Lampa LED  17 W statyw przegl we własn zakresie *;BELLA;;;2019;;Położniczo - Ginekologiczny i Patologii Ciąży;;;2019-03-18;4461;gwarancja 12 lub 24 m-ce;
Lampa operacyjna  *;Mach 500F/380F-;00/0300/00/0462/ paszp. 0300/0462;MEDIAN;2000;Koperwas;Blok Operacyjny;;Er med s.c.;2023-02-07;8-80-802-1/930;;
Lampa operacyjna  5- ogniskowa  (założ pzszport) *;BHC 502p-;20040315;;2004;Zalim;Chirurgia Ogólna i Onkologiczna;;;2022-01-29;8-80-802-1/423;;
Lampa operacyjna (5) nast. przegl w 2022r *  II półrocze 2024;POLARIS 600;ASLJ-0435;Draeger;2018;Draeger;Blok Operacyjny / Okulistyka;;;2020-09-21;4345;gwarancja 60 m-cy umowa106/ZP/UE/18;
Lampa operacyjna (5) nast. przegl w 2022r *  II półrocze 2024;POLARIS 600;ASLJ-0436;Draeger;2018;Draeger;Blok Operacyjny / Okulistyka;;;2020-09-21;4346;gwarancja 60 m-cy umowa106/ZP/UE/18;
Lampa operacyjna *;500/400/300 -;99/01/85--- nowy nr 001709;Erbe;1999;Koperwas;SOR;;Meriko;2023-02-07;8-80-802-1/928;;
Lampa operacyjna *;500/400/300 -;99/02/98;Er med.;1999;Koperwas;SOR;;Meriko;2023-02-07;8-80-802-1/928;;
Lampa operacyjna *;Erbe -;0186 D / 0297 M/ w paszp 99/0297;Erbe;1999;Koperwas;Sala Cięć Cesarskich;;Er med s.c.;2023-02-07;8-90-802 1/929;;
Lampa operacyjna *;BH-132 -;970389;Famed;1997;Zalim;Otolaryngologia;;;2021-02-04;8-80-802-1/705;;do przeglądu
Lampa operacyjna *;Mach 500F/380F-;00/0279/00/0459/ w paszp. 0297/0459;MEDIAN;2000;Koperwas;Blok Operacyjny;140/ZP/14;Er med s.c.;2023-02-07;8-80-802-1/931;;
Lampa operacyjna *;Mach 500F/380F-;00/0295/00/0448/ paszp. 0295/0448;MEDIAN;2000;Koperwas;Blok Operacyjny;;Er med s.c.;2023-02-07;8-80-802-1/932;;
Lampa operacyjna *;Mach 500F/380F-;00/0296/00/0458/ paszp. 0296/0458;MEDIAN;2000;Koperwas;Blok Operacyjny;;Er med s.c.;2023-02-07;8-80-802-1/933;;
Lampa operacyjna / w paszp. Bezcieniowa "Surgilux" *;BHC-502p-;20040312/ w paszp. T20040312;FAMED Łódź;2004;Zalim;Chirurgia Ogólna i Onkologiczna;;DT;2023-01-19;8-80-802-1/564;;
Lampa operacyjna 3-ogniskowa *;BHC-302p;291;FAMED ŁÓDŻ SA;2005;Zalim;Ortopedia;;DT;2023-01-18;8-80-802-1/342;;
Lampa operacyjna 5-ogniskowa *;BHC-502p;313;FAMED ŁÓDŻ SA;2005;Zalim;Ortopedia;;DT;2022-02-01;8-80-802-1/343;;
Lampa operacyjna sufitowa 5 - ogniskowa *;BHC 502P -;20040310;Famed-Łódź;2004;Zalim;Ginekologiczny;;DT;2021-12-17;8-80-802 1/549;;
Lampa operacyjna/bezcieniowa *;BHC301 -;176/ paszp990176;Famed-Łódź;1999;Zalim;Położniczy + Trakt Porodowy ;;DT;2021-12-17;1012;Zakup z inwestycji;
Lampa operacyjna/bezcieniowa *;BHC301 -;177/ paszp. 990177;Famed-Łódź;1999;Zalim;Położniczy + Trakt Porodowy ;;DT;2021-12-17;1013;Zakup z inwestycji;
Lampa operacyjna/bezcieniowa *;BHC301 -;179/paszp. 990179;Famed-Łódź;1999;Zalim;Położniczy + Trakt Porodowy ;;DT;2021-12-17;1010;Zakup z inwestycji;
Lampa operacyjna/bezcieniowa *;BHC301 -;180/ paszp. 990180;Famed-Łódź;1999;Zalim;Położniczy + Trakt Porodowy ;;DT;2021-12-18;1011;Zakup z inwestycji;
Lampa polimeryzacyjna*  - przegl we własnym zakresie ;LED B;L21B21488;WOOODPECKER;2022;Andan;Dział Konsultacyjno- Leczniczy;;;;;gwarancja 12 m-cy  producent nie zaleca przegląd ;
Lampa statywowa *;BHS331;970155;Famed-1;1997;Zalim;Ortopedia;;DT;2023-01-18;8-80-802-8/14;;
Lampa szczelinowa  plus stolik NET 2  ambulat okulist SOR*;TSL-5000 -;A606-112;TOMEY;2012;Koperwas;Okulistyka;;;2023-02-21;8-80-802-1/115;2013-04-02 data rozp.eksploat.;
Lampa Szczelinowa *;SL 115;1217566;ZEISS;2020;Koperwas;Okulistyka;;;2023-02-21;5181 b;Umowa 109/ZP/20 Carl Zeiss gwarancja 24 m-ce;
Lampa szczelinowa, + Tonometr Aplacyjny *;SL115, AT020 -;1073899, 1087570;ZAISS;2012;Koperwas;Okulistyka;;;2023-02-21;8-80-802-1/613;2013-04-02 data rozp.eksploat.;
Lampa zabiegowo statywowa ;MACH -130F;04/0130;Erbe;2005;Koperwas;Chirurgii Dziecięcej i Urazowej ;;Er med s.c.;2023-02-07;8-80-802-1/540;;
Lampa zabiegowo statywowa ;MACH -130F;04/0855  (04/233);Erbe;2005;Koperwas;Chirurgii Dziecięcej i Urazowej ;;Er med s.c.;2023-02-07;8-80-802-1/539;;
Lampa zabiegowo statywowa *;MACH F 130-;04/0233;Erbe;2004;Koperwas;Ginekologiczny;;Zakłady naprawcze ;2023-02-07;8-80-802- 1/576;;
Laryngoskop *;MacIntosh- cc;;;2009;Koperwas;Neurologia;;;2022-03-29;0972-522*4/42/74;;
Laryngoskop do trudnej intubacji  (nie wym przegl);FMG;001-2240-06;SG Manifaactur;2018;;SOR;;;2019-02-02;;;
Laser okulistyczny *;Visuals YAGIII Combi -;1059340;ZEISS;2012;Koperwas;Okulistyka;;;2023-02-21;8-80-802-1/615;2013-04-02 data rozp.eksploat.;
Laser terapeutyczny *;CTL-1202R;6113;CTL W-wa;1993;Zalim;Dział Rehabilitacji i Fizykoterapii;;DT;2021-11-27;8-80-802-1/125;;
Lodówka ;Zanussi;#FMT;;2002;;Anestezjologii i Intensywnej Terapii;;;2002-10-15;;;
Lodówka ;MPM 46 - CJ -01;;;;DT;Dział Konsultacyjno- Leczniczy;;;2020-04-05;;walidacja;
Lodówka ;Silesia ;;;;DT;Dział Konsultacyjno- Leczniczy;;;2020-04-05;;walidacja;
Lodówka  ( Poradnia leki) *;Polar CZN 235;3140;POLAR;2000;DT;Położniczo - Ginekologiczny i Patologii Ciąży;;;2018-03-08;8-80-808-1/665;walidacja nr 5/2018;
lodówka  (witryna) *;ADN 203/1;;Whirlpol;2018;;Pracownia Immunologii Transfuzjologii ;;;;;;
Lodówka *;Gorenje ;FR 10 ;;1995;;Otolaryngologia;;;;8-80-808-2/697;;
Lodówka *;Sharp;J190302666;Sharp;2019;;Noworodków, Wcześniaków i Patologii Noworodka.;;;;;;
Lodówka nr 2 *;Czinar-3;247481-2;ZSRR;1988;Meriko;Pracownia Immunologii Transfuzjologii ;;Zakłady naprawcze;2017-06-19;0673-510-9-96/8(2);walidacja nr 42/2017;
Lodówka transportowa do przewozu krwi *;;;;;;Pracownia Immunologii Transfuzjologii ;;;2021-04-30;;walidacja ;
Lodówko-zamrażarka -jest ;CPW202A;;POLAR;2003;DT;Chirurgii Dziecięcej i Urazowej ;;DT;2017-02-27;8-80-808-1/642;walidacja 26/2017;
Lukas - urządzenie do kompresji klatki piersiowej *;Lucas 3;35160893;Physio Control;2016;Koperwas;SOR;;;2022-11-28;3230;Karetka RT 25173;
Lukas - urządzenie do kompresji klatki piersiowej p Mielec ( S);Lukas 3;3518D050;Stryker;2019;Mielec;Mielec;;;2021-12-17;4619;Umowa 323?ZP/19 gwarancja 24 m-ce;
Lukas- urządzenie do kompresji klatki piersiowej  p Mielec (P 8);Lucas 2;3016G191;Physio Control;2016;Mielec;Mielec;;;2021-12-17;brak;uzyczony z Mielca  umowa  09.01.2020r. Znaj w urządz medyczne 2020;
Ładowarka+ 2 akumulatory -(do defibrylitora ZOOL) *;Base Powercharger -;1-35.06.0709 2-35.06.0487/ w paszp. H06F24099;ZOLL;2006;Koperwas;SOR;;DT;2022-12-15;;;brak paszportu
Łaźnia laboratoryjna *;MLL 147;337;AJL Elektronik;2000;Zalim;Pracownia Immunologii Transfuzjologii ;;Zakłady naprawcze;2021-09-07;0948-131-4-43-7;;
Łaźnia wodna -nie podlega przeglądowi *;SB 80 -;;MicromGmbh;2001;Zalim;HISTOPATOLOGIA;;;2022-06-25;8-80-802-9/497;;
Łażnia wodna -  nie wymaga przeglądów *;;LW 70/55/1;ANGA;2014;Elektromed;HISTOPATOLOGIA ;;;2020-05-19;3714;Produc nie wymaga przegl. Oświadcz. z dn 19.03.2020;
Łóżko *;LE.13,0 -;0709/00118;FAMED ŻYWIEC;2009;Zalim;Anestezjologii i Intensywnej Terapii;;FAMED ŻYWIEC;2022-02-01;8-80-802-1/900;Data zakupu 07.2009r. Data gwarancji 01.2011r ;
Łóżko *;B-06 SICURD PLUS -;1380671;Toshiba/ STIEGELMEYER-FAMED;2006;Zalim;Anestezjologii i Intensywnej Terapii;;DT;2022-02-01;8-80-802-1/782;;
Łóżko * zgł 2024 II poł  do 250 kg;LE- 13;LE 1391-01538;Famed;2021;;Anestezjologii i Intensywnej Terapii;;;2021-05-30;;Umowa 109/ZP/21 gwarancja 24 m-cy;
Łóżko * zgł 2024 II poł do 250 kg;LE- 13;LE 1391-01539;Famed;2021;;Anestezjologii i Intensywnej Terapii;;;2021-05-30;;Umowa 109/ZP/21 gwarancja 24 m-cy;
Łóżko do intensywnej terapii *;LE -13;1027;Famed Żywiec;2018;Zalim;Anestezjologii i Intensywnej Terapii;;;2021-12-21;;;
Łóżko do intensywnej terapii *;LE -13;1028;Famed Żywiec;2018;Zalim;Anestezjologii i Intensywnej Terapii;;;2021-12-21;;;
Łóżko dziecięce Tehand  nie podlega serwisowaniu ;LE.-03.0 ;0201/00308;FAMED ŻYWIEC;2005;Meriko;Anestezjologii i Intensywnej Terapii;;DT;;8-80-808-1/914;Nie podlega serwisowaniu;brak paszportu
Łóżko elektryczne - nie uzywane na magazynie *;9350-00005;5367-9430-00-31;Stigel Meyier;2010;;Ortopedia;;;;3791;;
Łóżko elektryczne *;Latera Acute;20130100869;KONKRET;2014;Zalim;Anestezjologii i Intensywnej Terapii;;;2021-10-26;3727;;
Łóżko elektryczne do intensywn terapii VOLKER *;S-962/2 -;S:962-2-2011-33-12/D;VOLKER;2011;Zalim;Onkologia kliniczna;;;2021-10-27;8-80-802-6/38;;
Łóżko elektryczne do intensywn terapii VOLKER *;S-962/2;S:962-2-2011-35-47/D;VOLKER;2011;Zalim;Onkologia kliniczna;;;2021-10-27;8-80-802-6/37;;
Łóżko elektryczne wielofunkcyjne VILLA;E4 218738;S: 007-1749908;Stolter;2011;Meriko;Onkologia kliniczna;;;2022-12-13;8-80-802-6/95;;
